order_id,order_ts,warehouse,vehicle_type,sku_category,route_distance_km,order_volume_units,delivery_cost,delivery_delay_min,on_time,order_date,month,week
ORD100559,2026-07-16 11:13:00,W2 - Central,Van,Home & Kitchen,2.33,4,7.92,-10.7,True,2026-07-16,2026-07,2026-07-13
ORD100560,2026-06-18 01:38:00,W2 - Central,Van,Grocery,9.07,5,16.2,9.7,False,2026-06-18,2026-06,2026-06-15
ORD100561,2026-05-04 04:04:00,W2 - Central,Van,Personal Care,3.88,8,12.25,-21.5,True,2026-05-04,2026-05,2026-05-04
ORD100562,2026-06-14 10:05:00,W3 - South,Van,Personal Care,10.19,2,12.01,-20.0,True,2026-06-14,2026-06,2026-06-08
ORD100563,2026-05-17 19:07:00,W1 - North,Truck,Grocery,1.66,4,8.56,-7.8,True,2026-05-17,2026-05,2026-05-11
ORD100564,2026-07-20 18:45:00,W3 - South,Van,Electronics,8.36,4,12.89,-23.0,True,2026-07-20,2026-07,2026-07-20
ORD100565,2026-05-22 06:15:00,W3 - South,Bike,Personal Care,12.04,9,14.0,-10.3,True,2026-05-22,2026-05,2026-05-18
ORD100566,2026-05-21 10:07:00,W3 - South,Bike,Apparel,9.84,4,10.48,-2.0,True,2026-05-21,2026-05,2026-05-18
ORD100567,2026-05-23 03:41:00,W2 - Central,Van,Electronics,4.39,5,11.37,4.0,False,2026-05-23,2026-05,2026-05-18
ORD100568,2026-06-27 18:07:00,W3 - South,Bike,Home & Kitchen,15.04,5,12.45,11.0,False,2026-06-27,2026-06,2026-06-22
ORD100569,2026-06-21 05:54:00,W1 - North,Truck,Grocery,2.11,5,9.2,-35.4,True,2026-06-21,2026-06,2026-06-15
ORD100570,2026-07-25 19:11:00,W2 - Central,Bike,Electronics,6.22,4,10.28,-16.3,True,2026-07-25,2026-07,2026-07-20
ORD100571,2026-06-07 20:12:00,W1 - North,Van,Apparel,0.75,4,7.24,-13.3,True,2026-06-07,2026-06,2026-06-01
ORD100572,2026-05-26 16:32:00,W1 - North,Bike,Electronics,14.41,3,13.96,-2.4,True,2026-05-26,2026-05,2026-05-25
ORD100573,2026-05-05 07:55:00,W2 - Central,Bike,Home & Kitchen,4.5,5,10.76,-21.5,True,2026-05-05,2026-05,2026-05-04
ORD100574,2026-05-01 22:52:00,W1 - North,Van,Grocery,11.56,6,14.88,-11.3,True,2026-05-01,2026-05,2026-04-27
ORD100575,2026-06-03 16:27:00,W1 - North,Bike,Home & Kitchen,0.5,7,8.37,-18.5,True,2026-06-03,2026-06,2026-06-01
ORD100576,2026-07-23 15:30:00,W3 - South,Van,Home & Kitchen,15.7,9,21.48,13.8,False,2026-07-23,2026-07,2026-07-20
ORD100577,2026-06-17 20:33:00,W1 - North,Bike,Grocery,3.6,5,6.38,-24.2,True,2026-06-17,2026-06,2026-06-15
ORD100578,2026-07-20 21:09:00,W2 - Central,Truck,Apparel,5.12,6,13.75,-18.7,True,2026-07-20,2026-07,2026-07-20
ORD100579,2026-05-10 01:51:00,W1 - North,Truck,Home & Kitchen,10.58,3,21.04,-8.0,True,2026-05-10,2026-05,2026-05-04
ORD100580,2026-05-09 21:09:00,W2 - Central,Bike,Home & Kitchen,4.77,5,8.29,5.2,False,2026-05-09,2026-05,2026-05-04
ORD100581,2026-07-15 18:21:00,W3 - South,Bike,Grocery,14.6,4,11.81,5.8,False,2026-07-15,2026-07,2026-07-13
ORD100582,2026-05-10 04:57:00,W1 - North,Bike,Grocery,5.24,8,10.73,-9.9,True,2026-05-10,2026-05,2026-05-04
ORD100583,2026-05-05 07:23:00,W2 - Central,Van,Electronics,11.38,2,18.04,-8.6,True,2026-05-05,2026-05,2026-05-04
ORD100584,2026-06-06 18:03:00,W3 - South,Van,Personal Care,8.98,5,11.54,0.8,False,2026-06-06,2026-06,2026-06-01
ORD100585,2026-07-23 05:11:00,W3 - South,Van,Home & Kitchen,9.12,5,15.96,-1.1,True,2026-07-23,2026-07,2026-07-20
ORD100586,2026-07-02 10:51:00,W1 - North,Van,Personal Care,6.16,5,11.71,-32.4,True,2026-07-02,2026-07,2026-06-29
ORD100587,2026-05-09 16:32:00,W2 - Central,Truck,Home & Kitchen,5.01,4,12.91,-9.4,True,2026-05-09,2026-05,2026-05-04
ORD100588,2026-07-15 15:36:00,W3 - South,Truck,Home & Kitchen,3.31,6,9.14,-15.5,True,2026-07-15,2026-07,2026-07-13
ORD100589,2026-07-15 21:50:00,W1 - North,Van,Apparel,3.02,4,9.61,-25.4,True,2026-07-15,2026-07,2026-07-13
ORD100590,2026-07-12 02:40:00,W3 - South,Van,Home & Kitchen,19.08,7,21.76,7.5,False,2026-07-12,2026-07,2026-07-06
ORD100591,2026-07-21 07:04:00,W1 - North,Bike,Home & Kitchen,11.55,7,14.34,-5.8,True,2026-07-21,2026-07,2026-07-20
ORD100592,2026-05-22 23:38:00,W3 - South,Van,Personal Care,16.59,6,23.81,2.7,False,2026-05-22,2026-05,2026-05-18
ORD100593,2026-07-28 13:39:00,W1 - North,Bike,Personal Care,9.13,10,11.84,-19.8,True,2026-07-28,2026-07,2026-07-27
ORD100594,2026-05-29 05:58:00,W1 - North,Truck,Home & Kitchen,4.49,2,13.32,-24.1,True,2026-05-29,2026-05,2026-05-25
ORD100595,2026-07-12 06:57:00,W3 - South,Van,Personal Care,6.19,8,13.6,-8.5,True,2026-07-12,2026-07,2026-07-06
ORD100596,2026-06-22 08:08:00,W3 - South,Van,Personal Care,9.72,6,12.22,-18.2,True,2026-06-22,2026-06,2026-06-22
ORD100597,2026-07-10 13:18:00,W3 - South,Van,Personal Care,21.07,4,22.01,-0.8,True,2026-07-10,2026-07,2026-07-06
ORD100598,2026-06-26 06:49:00,W3 - South,Van,Apparel,11.55,2,14.79,-18.3,True,2026-06-26,2026-06,2026-06-22
ORD100599,2026-06-27 14:55:00,W2 - Central,Van,Apparel,2.17,5,8.94,-20.6,True,2026-06-27,2026-06,2026-06-22
ORD100600,2026-06-25 10:41:00,W1 - North,Van,Personal Care,1.79,2,3.85,-22.4,True,2026-06-25,2026-06,2026-06-22
ORD100601,2026-07-10 14:38:00,W1 - North,Van,Home & Kitchen,11.8,4,15.97,-18.2,True,2026-07-10,2026-07,2026-07-06
ORD100602,2026-07-06 03:43:00,W2 - Central,Van,Home & Kitchen,12.75,2,16.77,0.5,False,2026-07-06,2026-07,2026-07-06
ORD100603,2026-05-13 14:57:00,W1 - North,Van,Apparel,1.38,7,10.37,-30.2,True,2026-05-13,2026-05,2026-05-11
ORD100604,2026-07-14 22:11:00,W3 - South,Bike,Electronics,18.09,5,14.34,-5.0,True,2026-07-14,2026-07,2026-07-13
ORD100605,2026-06-18 03:14:00,W1 - North,Van,Apparel,8.98,4,14.19,-2.4,True,2026-06-18,2026-06,2026-06-15
ORD100606,2026-05-30 07:51:00,W1 - North,Truck,Apparel,3.49,2,11.65,-20.9,True,2026-05-30,2026-05,2026-05-25
ORD100607,2026-06-16 16:38:00,W1 - North,Van,Home & Kitchen,7.77,4,13.79,-23.1,True,2026-06-16,2026-06,2026-06-15
ORD100608,2026-07-27 14:49:00,W1 - North,Van,Home & Kitchen,2.49,7,11.15,-31.6,True,2026-07-27,2026-07,2026-07-27
ORD100609,2026-07-17 16:11:00,W1 - North,Van,Home & Kitchen,5.65,3,10.27,-18.8,True,2026-07-17,2026-07,2026-07-13
ORD100610,2026-07-15 13:25:00,W2 - Central,Bike,Electronics,5.06,7,9.92,-4.3,True,2026-07-15,2026-07,2026-07-13
ORD100611,2026-06-11 16:22:00,W1 - North,Van,Electronics,15.07,4,19.12,8.3,False,2026-06-11,2026-06,2026-06-08
ORD100612,2026-07-10 14:37:00,W2 - Central,Van,Home & Kitchen,4.08,6,9.42,-16.0,True,2026-07-10,2026-07,2026-07-06
ORD100613,2026-06-04 01:46:00,W3 - South,Van,Apparel,5.74,7,14.24,-22.6,True,2026-06-04,2026-06,2026-06-01
ORD100614,2026-07-01 18:01:00,W2 - Central,Truck,Personal Care,6.38,4,13.37,-10.5,True,2026-07-01,2026-07,2026-06-29
ORD100615,2026-06-27 10:43:00,W2 - Central,Van,Home & Kitchen,7.43,4,11.46,-1.2,True,2026-06-27,2026-06,2026-06-22
ORD100616,2026-05-23 01:14:00,W1 - North,Van,Apparel,3.71,4,9.0,-24.7,True,2026-05-23,2026-05,2026-05-18
ORD100617,2026-05-24 09:49:00,W1 - North,Truck,Home & Kitchen,2.79,3,10.28,-7.1,True,2026-05-24,2026-05,2026-05-18
ORD100618,2026-05-06 10:26:00,W1 - North,Van,Grocery,3.01,7,11.24,-23.5,True,2026-05-06,2026-05,2026-05-04
ORD100619,2026-05-13 02:04:00,W3 - South,Van,Electronics,22.66,8,29.8,17.3,False,2026-05-13,2026-05,2026-05-11
ORD100620,2026-06-09 23:54:00,W2 - Central,Bike,Grocery,7.21,5,9.99,-5.5,True,2026-06-09,2026-06,2026-06-08
ORD100621,2026-06-13 05:20:00,W1 - North,Van,Electronics,5.17,6,10.41,-9.7,True,2026-06-13,2026-06,2026-06-08
ORD100622,2026-05-15 07:56:00,W2 - Central,Van,Apparel,10.11,4,14.28,-13.6,True,2026-05-15,2026-05,2026-05-11
ORD100623,2026-06-07 10:34:00,W3 - South,Van,Apparel,5.53,3,9.52,-17.2,True,2026-06-07,2026-06,2026-06-01
ORD100624,2026-06-24 19:58:00,W2 - Central,Van,Home & Kitchen,4.72,2,9.49,4.1,False,2026-06-24,2026-06,2026-06-22
ORD100625,2026-05-21 17:49:00,W2 - Central,Truck,Grocery,1.84,3,6.51,-6.8,True,2026-05-21,2026-05,2026-05-18
ORD100626,2026-05-31 18:30:00,W3 - South,Bike,Grocery,19.64,7,16.62,14.3,False,2026-05-31,2026-05,2026-05-25
ORD100627,2026-06-03 05:41:00,W2 - Central,Bike,Home & Kitchen,2.58,4,9.54,-22.2,True,2026-06-03,2026-06,2026-06-01
ORD100628,2026-06-15 20:17:00,W2 - Central,Van,Electronics,2.63,6,9.61,-37.2,True,2026-06-15,2026-06,2026-06-15
ORD100629,2026-06-02 19:54:00,W1 - North,Bike,Grocery,8.64,6,9.56,-18.3,True,2026-06-02,2026-06,2026-06-01
ORD100630,2026-07-06 11:07:00,W1 - North,Bike,Home & Kitchen,0.66,6,6.9,-29.6,True,2026-07-06,2026-07,2026-07-06
ORD100631,2026-05-30 13:05:00,W3 - South,Van,Home & Kitchen,2.97,6,6.27,-22.4,True,2026-05-30,2026-05,2026-05-25
ORD100632,2026-06-09 00:53:00,W2 - Central,Truck,Home & Kitchen,8.11,1,16.43,-13.0,True,2026-06-09,2026-06,2026-06-08
ORD100633,2026-06-04 18:15:00,W1 - North,Bike,Apparel,2.97,2,8.56,-22.2,True,2026-06-04,2026-06,2026-06-01
ORD100634,2026-05-17 23:03:00,W2 - Central,Bike,Grocery,19.9,2,12.22,10.4,False,2026-05-17,2026-05,2026-05-11
ORD100635,2026-07-01 11:20:00,W1 - North,Van,Home & Kitchen,7.49,3,9.48,-15.9,True,2026-07-01,2026-07,2026-06-29
ORD100636,2026-05-22 12:58:00,W3 - South,Van,Personal Care,1.91,5,7.15,-30.4,True,2026-05-22,2026-05,2026-05-18
ORD100637,2026-05-27 11:58:00,W1 - North,Bike,Grocery,17.56,2,14.29,-8.0,True,2026-05-27,2026-05,2026-05-25
ORD100638,2026-07-11 01:59:00,W3 - South,Bike,Home & Kitchen,11.22,5,14.3,10.4,False,2026-07-11,2026-07,2026-07-06
ORD100639,2026-07-25 14:52:00,W2 - Central,Van,Apparel,4.32,7,12.04,0.5,False,2026-07-25,2026-07,2026-07-20
ORD100640,2026-06-30 17:18:00,W1 - North,Van,Electronics,7.46,6,11.51,-23.1,True,2026-06-30,2026-06,2026-06-29
ORD100641,2026-07-22 22:16:00,W1 - North,Bike,Apparel,1.26,4,6.46,-24.7,True,2026-07-22,2026-07,2026-07-20
ORD100642,2026-07-16 22:18:00,W3 - South,Van,Apparel,9.67,6,18.0,-26.3,True,2026-07-16,2026-07,2026-07-13
ORD100643,2026-06-13 11:48:00,W1 - North,Van,Electronics,3.15,5,8.71,-24.0,True,2026-06-13,2026-06,2026-06-08
ORD100644,2026-07-09 23:00:00,W1 - North,Bike,Grocery,6.15,2,7.79,-9.8,True,2026-07-09,2026-07,2026-07-06
ORD100645,2026-05-30 12:41:00,W2 - Central,Van,Apparel,3.44,4,9.18,-7.1,True,2026-05-30,2026-05,2026-05-25
ORD100646,2026-06-11 15:24:00,W1 - North,Van,Electronics,7.19,5,10.29,-14.9,True,2026-06-11,2026-06,2026-06-08
ORD100647,2026-06-18 14:26:00,W1 - North,Van,Home & Kitchen,5.16,1,9.99,-15.5,True,2026-06-18,2026-06,2026-06-15
ORD100648,2026-07-26 23:58:00,W1 - North,Truck,Grocery,4.35,5,14.44,-10.2,True,2026-07-26,2026-07,2026-07-20
ORD100649,2026-07-16 17:42:00,W3 - South,Van,Apparel,4.29,4,6.56,-28.0,True,2026-07-16,2026-07,2026-07-13
ORD100650,2026-06-14 02:52:00,W1 - North,Bike,Personal Care,1.33,6,5.72,-12.2,True,2026-06-14,2026-06,2026-06-08
ORD100651,2026-06-28 01:43:00,W1 - North,Truck,Personal Care,1.04,7,7.84,-35.6,True,2026-06-28,2026-06,2026-06-22
ORD100652,2026-05-19 09:50:00,W1 - North,Bike,Personal Care,2.04,5,8.58,-33.1,True,2026-05-19,2026-05,2026-05-18
ORD100653,2026-07-12 12:22:00,W1 - North,Van,Grocery,10.26,4,13.49,-6.2,True,2026-07-12,2026-07,2026-07-06
ORD100654,2026-06-19 16:02:00,W1 - North,Van,Grocery,2.72,3,8.21,-22.5,True,2026-06-19,2026-06,2026-06-15
ORD100655,2026-06-17 11:33:00,W1 - North,Van,Apparel,3.79,8,11.25,-24.3,True,2026-06-17,2026-06,2026-06-15
ORD100656,2026-07-08 12:21:00,W1 - North,Bike,Grocery,3.82,5,8.39,-39.8,True,2026-07-08,2026-07,2026-07-06
ORD100657,2026-06-26 22:07:00,W1 - North,Truck,Apparel,4.64,5,14.34,-39.5,True,2026-06-26,2026-06,2026-06-22
ORD100658,2026-05-07 08:02:00,W3 - South,Bike,Apparel,13.61,4,12.67,-8.6,True,2026-05-07,2026-05,2026-05-04
ORD100659,2026-05-26 11:50:00,W1 - North,Van,Personal Care,5.12,9,13.23,-22.4,True,2026-05-26,2026-05,2026-05-25
ORD100660,2026-05-16 13:22:00,W1 - North,Van,Home & Kitchen,11.59,7,18.04,-8.6,True,2026-05-16,2026-05,2026-05-11
ORD100661,2026-07-06 11:14:00,W3 - South,Truck,Electronics,3.1,4,10.97,-37.6,True,2026-07-06,2026-07,2026-07-06
ORD100662,2026-05-04 23:14:00,W3 - South,Van,Apparel,16.17,2,18.13,-3.5,True,2026-05-04,2026-05,2026-05-04
ORD100663,2026-05-19 23:05:00,W2 - Central,Bike,Home & Kitchen,12.16,5,11.54,11.8,False,2026-05-19,2026-05,2026-05-18
ORD100664,2026-06-23 12:18:00,W1 - North,Van,Grocery,6.38,6,15.35,-16.9,True,2026-06-23,2026-06,2026-06-22
ORD100665,2026-07-02 10:48:00,W1 - North,Bike,Personal Care,2.54,8,8.82,-11.9,True,2026-07-02,2026-07,2026-06-29
ORD100666,2026-06-15 14:08:00,W1 - North,Bike,Electronics,9.2,8,14.65,-14.5,True,2026-06-15,2026-06,2026-06-15
ORD100667,2026-07-17 04:20:00,W1 - North,Van,Electronics,6.47,4,10.37,-15.5,True,2026-07-17,2026-07,2026-07-13
ORD100668,2026-07-22 10:13:00,W1 - North,Van,Electronics,8.1,4,14.0,-4.2,True,2026-07-22,2026-07,2026-07-20
ORD100669,2026-05-12 05:12:00,W2 - Central,Bike,Grocery,8.86,4,12.72,-8.4,True,2026-05-12,2026-05,2026-05-11
ORD100670,2026-07-25 03:27:00,W1 - North,Van,Home & Kitchen,4.82,4,9.49,-15.4,True,2026-07-25,2026-07,2026-07-20
ORD100671,2026-06-25 02:17:00,W2 - Central,Van,Grocery,3.18,7,9.4,-18.7,True,2026-06-25,2026-06,2026-06-22
ORD100672,2026-06-27 14:05:00,W1 - North,Van,Home & Kitchen,29.87,6,31.85,38.9,False,2026-06-27,2026-06,2026-06-22
ORD100673,2026-05-09 00:00:00,W1 - North,Van,Electronics,9.28,5,14.36,1.8,False,2026-05-09,2026-05,2026-05-04
ORD100674,2026-06-25 15:30:00,W3 - South,Bike,Apparel,19.83,7,17.45,9.4,False,2026-06-25,2026-06,2026-06-22
ORD100675,2026-07-05 10:22:00,W3 - South,Van,Apparel,17.04,3,19.72,2.7,False,2026-07-05,2026-07,2026-06-29
ORD100676,2026-06-22 08:47:00,W1 - North,Van,Grocery,13.33,8,19.0,-16.8,True,2026-06-22,2026-06,2026-06-22
ORD100677,2026-05-08 18:27:00,W2 - Central,Truck,Home & Kitchen,6.22,6,19.55,-10.8,True,2026-05-08,2026-05,2026-05-04
ORD100678,2026-06-17 12:55:00,W1 - North,Van,Personal Care,12.27,5,16.63,-9.4,True,2026-06-17,2026-06,2026-06-15
ORD100679,2026-07-24 17:36:00,W1 - North,Van,Electronics,3.81,4,8.21,-22.4,True,2026-07-24,2026-07,2026-07-20
ORD100680,2026-07-05 17:01:00,W2 - Central,Bike,Personal Care,0.97,2,6.4,-15.5,True,2026-07-05,2026-07,2026-06-29
ORD100681,2026-05-13 00:46:00,W1 - North,Truck,Apparel,3.04,1,10.02,-14.3,True,2026-05-13,2026-05,2026-05-11
ORD100682,2026-07-26 05:10:00,W2 - Central,Bike,Apparel,4.34,4,10.05,-14.8,True,2026-07-26,2026-07,2026-07-20
ORD100683,2026-07-26 13:40:00,W2 - Central,Bike,Electronics,3.91,2,9.42,-25.1,True,2026-07-26,2026-07,2026-07-20
ORD100684,2026-05-16 23:24:00,W1 - North,Van,Apparel,6.5,3,11.34,-23.5,True,2026-05-16,2026-05,2026-05-11
ORD100685,2026-07-12 03:42:00,W1 - North,Van,Apparel,3.63,4,8.55,-23.6,True,2026-07-12,2026-07,2026-07-06
ORD100686,2026-06-06 02:32:00,W1 - North,Truck,Apparel,0.78,3,3.64,-14.4,True,2026-06-06,2026-06,2026-06-01
ORD100687,2026-06-23 22:35:00,W3 - South,Truck,Home & Kitchen,7.07,10,18.91,-27.2,True,2026-06-23,2026-06,2026-06-22
ORD100688,2026-06-10 23:12:00,W2 - Central,Bike,Grocery,1.37,1,5.05,-34.1,True,2026-06-10,2026-06,2026-06-08
ORD100689,2026-07-10 04:01:00,W1 - North,Van,Grocery,6.29,6,10.68,-14.5,True,2026-07-10,2026-07,2026-07-06
ORD100690,2026-07-29 09:38:00,W1 - North,Van,Grocery,8.58,5,11.41,-7.1,True,2026-07-29,2026-07,2026-07-27
ORD100691,2026-07-11 15:02:00,W2 - Central,Van,Grocery,3.48,5,9.56,-23.3,True,2026-07-11,2026-07,2026-07-06
ORD100692,2026-07-23 04:41:00,W1 - North,Truck,Personal Care,2.4,5,11.34,-42.4,True,2026-07-23,2026-07,2026-07-20
ORD100693,2026-07-25 07:49:00,W2 - Central,Bike,Electronics,5.06,4,7.89,-14.3,True,2026-07-25,2026-07,2026-07-20
ORD100694,2026-05-09 09:29:00,W2 - Central,Van,Personal Care,23.19,5,27.56,34.0,False,2026-05-09,2026-05,2026-05-04
ORD100695,2026-05-23 15:23:00,W2 - Central,Van,Apparel,6.96,4,12.74,-2.3,True,2026-05-23,2026-05,2026-05-18
ORD100696,2026-07-04 07:23:00,W1 - North,Van,Home & Kitchen,9.76,7,17.72,-10.6,True,2026-07-04,2026-07,2026-06-29
ORD100697,2026-06-23 09:53:00,W1 - North,Van,Home & Kitchen,4.27,4,12.79,-17.0,True,2026-06-23,2026-06,2026-06-22
ORD100698,2026-05-05 06:56:00,W1 - North,Bike,Electronics,3.24,6,12.54,-22.9,True,2026-05-05,2026-05,2026-05-04
ORD100699,2026-05-09 18:13:00,W2 - Central,Bike,Apparel,10.01,8,14.08,4.5,False,2026-05-09,2026-05,2026-05-04
ORD100700,2026-06-16 03:40:00,W3 - South,Van,Home & Kitchen,0.71,7,7.61,-44.6,True,2026-06-16,2026-06,2026-06-15
ORD100701,2026-06-25 05:32:00,W1 - North,Bike,Grocery,3.53,4,7.64,-32.0,True,2026-06-25,2026-06,2026-06-22
ORD100702,2026-05-16 05:59:00,W2 - Central,Truck,Personal Care,13.98,3,29.05,26.6,False,2026-05-16,2026-05,2026-05-11
ORD100703,2026-05-16 21:44:00,W2 - Central,Van,Electronics,4.51,5,8.99,-10.5,True,2026-05-16,2026-05,2026-05-11
ORD100704,2026-05-12 22:40:00,W1 - North,Van,Apparel,1.47,6,10.52,-36.0,True,2026-05-12,2026-05,2026-05-11
ORD100705,2026-06-20 12:00:00,W1 - North,Van,Home & Kitchen,8.75,5,13.69,-10.8,True,2026-06-20,2026-06,2026-06-15
ORD100706,2026-05-01 03:45:00,W1 - North,Van,Apparel,4.67,7,12.01,-19.5,True,2026-05-01,2026-05,2026-04-27
ORD100707,2026-06-21 18:08:00,W2 - Central,Van,Apparel,0.86,6,6.62,-5.6,True,2026-06-21,2026-06,2026-06-15
ORD100708,2026-06-12 11:48:00,W2 - Central,Bike,Apparel,5.72,6,7.79,-5.7,True,2026-06-12,2026-06,2026-06-08
ORD100709,2026-06-11 20:23:00,W2 - Central,Van,Grocery,5.12,7,11.63,-17.8,True,2026-06-11,2026-06,2026-06-08
ORD100710,2026-07-01 08:38:00,W3 - South,Van,Apparel,9.81,4,16.19,-3.7,True,2026-07-01,2026-07,2026-06-29
ORD100711,2026-06-17 23:58:00,W2 - Central,Truck,Electronics,6.89,4,15.39,-3.4,True,2026-06-17,2026-06,2026-06-15
ORD100712,2026-07-05 19:22:00,W3 - South,Van,Electronics,3.38,3,10.59,-25.2,True,2026-07-05,2026-07,2026-06-29
ORD100713,2026-07-08 05:22:00,W2 - Central,Bike,Home & Kitchen,6.13,6,9.11,-11.7,True,2026-07-08,2026-07,2026-07-06
ORD100714,2026-07-22 17:24:00,W3 - South,Bike,Apparel,10.78,5,9.94,-7.1,True,2026-07-22,2026-07,2026-07-20
ORD100715,2026-07-11 06:53:00,W3 - South,Bike,Home & Kitchen,19.75,4,15.51,20.4,False,2026-07-11,2026-07,2026-07-06
ORD100716,2026-06-16 08:23:00,W2 - Central,Bike,Personal Care,2.62,4,8.14,-32.5,True,2026-06-16,2026-06,2026-06-15
ORD100717,2026-06-14 06:00:00,W3 - South,Bike,Apparel,22.09,5,17.11,16.6,False,2026-06-14,2026-06,2026-06-08
ORD100718,2026-05-22 16:22:00,W3 - South,Bike,Apparel,16.84,7,15.8,0.3,False,2026-05-22,2026-05,2026-05-18
ORD100719,2026-06-23 06:18:00,W2 - Central,Van,Electronics,4.37,4,12.02,-20.6,True,2026-06-23,2026-06,2026-06-22
ORD100720,2026-05-13 15:19:00,W2 - Central,Van,Personal Care,4.9,1,8.41,-22.1,True,2026-05-13,2026-05,2026-05-11
ORD100721,2026-07-23 13:58:00,W2 - Central,Van,Home & Kitchen,0.5,5,6.22,-12.6,True,2026-07-23,2026-07,2026-07-20
ORD100722,2026-07-16 18:01:00,W3 - South,Van,Grocery,9.6,4,12.36,-10.7,True,2026-07-16,2026-07,2026-07-13
ORD100723,2026-05-11 23:50:00,W2 - Central,Van,Personal Care,8.03,9,17.63,14.4,False,2026-05-11,2026-05,2026-05-11
ORD100724,2026-07-10 00:12:00,W3 - South,Van,Personal Care,7.75,5,12.45,-23.4,True,2026-07-10,2026-07,2026-07-06
ORD100725,2026-05-11 23:46:00,W3 - South,Van,Personal Care,19.72,4,22.17,4.9,False,2026-05-11,2026-05,2026-05-11
ORD100726,2026-07-04 02:37:00,W3 - South,Van,Apparel,13.29,2,17.58,-0.4,True,2026-07-04,2026-07,2026-06-29
ORD100727,2026-05-08 12:38:00,W1 - North,Van,Home & Kitchen,22.35,7,29.78,21.1,False,2026-05-08,2026-05,2026-05-04
ORD100728,2026-06-13 08:10:00,W2 - Central,Bike,Personal Care,2.78,6,8.78,2.3,False,2026-06-13,2026-06,2026-06-08
ORD100729,2026-06-29 15:20:00,W2 - Central,Bike,Grocery,7.51,6,10.4,-7.1,True,2026-06-29,2026-06,2026-06-29
ORD100730,2026-07-05 17:19:00,W3 - South,Bike,Grocery,2.81,8,9.61,-28.1,True,2026-07-05,2026-07,2026-06-29
ORD100731,2026-06-07 20:38:00,W3 - South,Van,Personal Care,8.31,4,12.28,-17.4,True,2026-06-07,2026-06,2026-06-01
ORD100732,2026-07-22 09:38:00,W2 - Central,Truck,Home & Kitchen,6.92,5,16.55,-8.6,True,2026-07-22,2026-07,2026-07-20
ORD100733,2026-07-09 22:23:00,W2 - Central,Bike,Grocery,7.83,6,10.24,2.8,False,2026-07-09,2026-07,2026-07-06
ORD100734,2026-05-19 07:44:00,W1 - North,Van,Home & Kitchen,4.86,7,13.19,-33.2,True,2026-05-19,2026-05,2026-05-18
ORD100735,2026-06-30 04:53:00,W3 - South,Truck,Apparel,21.15,6,39.33,-2.5,True,2026-06-30,2026-06,2026-06-29
ORD100736,2026-07-05 09:05:00,W1 - North,Van,Apparel,16.14,4,21.66,12.7,False,2026-07-05,2026-07,2026-06-29
ORD100737,2026-05-31 12:41:00,W2 - Central,Bike,Grocery,2.8,3,6.44,-23.9,True,2026-05-31,2026-05,2026-05-25
ORD100738,2026-07-06 16:02:00,W3 - South,Bike,Personal Care,8.51,2,8.13,-29.4,True,2026-07-06,2026-07,2026-07-06
ORD100739,2026-07-20 19:59:00,W2 - Central,Van,Personal Care,3.92,4,11.15,-6.1,True,2026-07-20,2026-07,2026-07-20
ORD100740,2026-07-13 05:23:00,W1 - North,Bike,Apparel,4.26,2,6.73,-27.3,True,2026-07-13,2026-07,2026-07-13
ORD100741,2026-07-08 07:16:00,W1 - North,Van,Grocery,15.49,6,20.07,-3.5,True,2026-07-08,2026-07,2026-07-06
ORD100742,2026-06-27 22:31:00,W3 - South,Van,Electronics,23.06,5,26.15,30.1,False,2026-06-27,2026-06,2026-06-22
ORD100743,2026-05-25 10:33:00,W2 - Central,Van,Home & Kitchen,4.02,5,12.12,-24.9,True,2026-05-25,2026-05,2026-05-25
ORD100744,2026-07-11 05:47:00,W1 - North,Van,Personal Care,9.98,9,17.84,-13.2,True,2026-07-11,2026-07,2026-07-06
ORD100745,2026-06-02 23:39:00,W2 - Central,Van,Personal Care,9.78,4,16.09,9.4,False,2026-06-02,2026-06,2026-06-01
ORD100746,2026-06-17 10:46:00,W1 - North,Bike,Home & Kitchen,7.7,4,9.15,-15.1,True,2026-06-17,2026-06,2026-06-15
ORD100747,2026-05-29 23:38:00,W3 - South,Van,Grocery,7.58,6,15.18,-11.7,True,2026-05-29,2026-05,2026-05-25
ORD100748,2026-05-29 22:03:00,W1 - North,Van,Apparel,3.52,2,8.05,-29.5,True,2026-05-29,2026-05,2026-05-25
ORD100749,2026-05-15 21:44:00,W1 - North,Bike,Grocery,10.64,5,12.8,-11.7,True,2026-05-15,2026-05,2026-05-11
ORD100750,2026-07-26 13:57:00,W1 - North,Van,Apparel,2.03,5,9.68,-26.5,True,2026-07-26,2026-07,2026-07-20
ORD100751,2026-05-14 19:09:00,W2 - Central,Van,Electronics,3.87,8,10.18,-10.4,True,2026-05-14,2026-05,2026-05-11
ORD100752,2026-05-08 23:03:00,W2 - Central,Bike,Grocery,3.37,5,8.18,-9.1,True,2026-05-08,2026-05,2026-05-04
ORD100753,2026-07-24 06:27:00,W2 - Central,Truck,Electronics,1.43,6,10.73,-17.7,True,2026-07-24,2026-07,2026-07-20
ORD100754,2026-06-19 00:54:00,W2 - Central,Van,Grocery,4.51,6,12.61,-4.1,True,2026-06-19,2026-06,2026-06-15
ORD100755,2026-06-09 07:42:00,W1 - North,Van,Home & Kitchen,5.58,4,12.52,-15.2,True,2026-06-09,2026-06,2026-06-08
